PROTID;GENEID;DEFLINE;NumExp;Total;FREQ;ALL_NUMSPECSTOT;ALL_NUMSPECSUNIQ
NP_003341.1;UBE2V2;ubiquitin-conjugating enzyme E2 variant 2 [Homo sapiens];12;334;0.034985;27;27
NP_003881.2;FCGBP;IgGFc-binding protein precursor [Homo sapiens];12;334;0.034985;120;120
NP_003984.2;CLK2;dual specificity protein kinase CLK2 [Homo sapiens];12;334;0.034985;38;38
NP_004312.2;KIF1A;kinesin-like protein KIF1A [Homo sapiens];12;334;0.034985;16;16
NP_004466.2;FLOT2;flotillin-2 [Homo sapiens];12;334;0.034985;131;131
NP_004640.3;C21orf33;ES1 protein homolog, mitochondrial isoform Ia precursor [Homo sapiens];12;334;0.034985;31;31
NP_005484.2;RANBP9;ran-binding protein 9 [Homo sapiens];12;334;0.034985;17;15
NP_005641.1;TCF20;transcription factor 20 isoform 1 [Homo sapiens];12;334;0.034985;20;16
NP_005792.1;EIF1;eukaryotic translation initiation factor 1 [Homo sapiens];12;334;0.034985;22;22
NP_006026.3;CDC42BPB;serine/threonine-protein kinase MRCK beta [Homo sapiens];12;334;0.034985;18;18
NP_006139.1;LASP1;LIM and SH3 domain protein 1 [Homo sapiens];12;334;0.034985;38;38
NP_006224.1;POLR2I;DNA-directed RNA polymerase II subunit RPB9 [Homo sapiens];12;334;0.034985;31;31
NP_006275.1;TAF10;transcription initiation factor TFIID subunit 10 [Homo sapiens];12;334;0.034985;56;56
NP_006338.1;PPIH;peptidyl-prolyl cis-trans isomerase H [Homo sapiens];12;334;0.034985;21;21
NP_006650.1;TUBGCP2;gamma-tubulin complex component 2 [Homo sapiens];12;334;0.034985;24;24
NP_006744.2;SURF6;surfeit locus protein 6 [Homo sapiens];12;334;0.034985;48;48
NP_006787.2;AFG3L2;AFG3-like protein 2 [Homo sapiens];12;334;0.034985;32;32
NP_008863.3;SMTN;smoothelin isoform c [Homo sapiens];12;334;0.034985;41;41
NP_009038.1;SSR3;translocon-associated protein subunit gamma [Homo sapiens];12;334;0.034985;18;18
NP_036313.3;FKBP8;peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens];12;334;0.034985;14;14
NP_036585.1;TBL2;transducin beta-like protein 2 [Homo sapiens];12;334;0.034985;32;32
NP_038477.2;BAZ2A;bromodomain adjacent to zinc finger domain protein 2A [Homo sapiens];12;334;0.034985;78;78
NP_055448.1;CTR9;RNA polymerase-associated protein CTR9 homolog [Homo sapiens];12;334;0.034985;70;70
NP_055578.2;MRPL19;39S ribosomal protein L19, mitochondrial precursor [Homo sapiens];12;334;0.034985;27;27
NP_055707.3;SCAF8;protein SCAF8 [Homo sapiens];12;334;0.034985;23;23
NP_055819.2;EXOSC7;exosome complex component RRP42 [Homo sapiens];12;334;0.034985;19;19
NP_055862.1;EMC1;hypothetical protein LOC23065 precursor [Homo sapiens];12;334;0.034985;19;19
NP_056070.1;UBR2;E3 ubiquitin-protein ligase UBR2 isoform 1 [Homo sapiens];12;334;0.034985;19;19
NP_056123.2;FNBP4;formin-binding protein 4 [Homo sapiens];12;334;0.034985;45;45
NP_056154.1;ADNP;activity-dependent neuroprotector homeobox protein [Homo sapiens];12;334;0.034985;25;25
NP_056299.1;SYF2;pre-mRNA-splicing factor SYF2 isoform 1 [Homo sapiens];12;334;0.034985;37;37
NP_056371.1;SIPA1L1;signal-induced proliferation-associated 1-like protein 1 [Homo sapiens];12;334;0.034985;61;58
NP_056456.1;TES;testin isoform 1 [Homo sapiens];12;334;0.034985;16;16
NP_056480.1;AAAS;aladin isoform 1 [Homo sapiens];12;334;0.034985;18;18
NP_056513.2;GPKOW;G patch domain and KOW motifs-containing protein [Homo sapiens];12;334;0.034985;27;27
NP_056991.2;LAP3;cytosol aminopeptidase [Homo sapiens];12;334;0.034985;26;26
NP_057143.1;PPIL1;peptidyl-prolyl cis-trans isomerase-like 1 [Homo sapiens];12;334;0.034985;23;23
NP_057226.1;HSD17B12;estradiol 17-beta-dehydrogenase 12 [Homo sapiens];12;334;0.034985;20;20
NP_057709.2;RSRC1;serine/Arginine-related protein 53 [Homo sapiens];12;334;0.034985;142;142
NP_059122.2;NUP54;nucleoporin p54 [Homo sapiens];12;334;0.034985;28;28
NP_060422.4;PTCD3;pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens];12;334;0.034985;26;26
NP_060501.3;WDR6;WD repeat-containing protein 6 [Homo sapiens];12;334;0.034985;52;52
NP_060755.1;IMP3;U3 small nucleolar ribonucleoprotein protein IMP3 [Homo sapiens];12;334;0.034985;13;13
NP_060962.2;PBK;lymphokine-activated killer T-cell-originated protein kinase [Homo sapiens];12;334;0.034985;18;18
NP_061836.2;BRWD1;bromodomain and WD repeat-containing protein 1 isoform A [Homo sapiens];12;334;0.034985;16;10
NP_061878.3;MIOS;WD repeat-containing protein mio [Homo sapiens];12;334;0.034985;64;64
NP_061887.2;POLR1B;DNA-directed RNA polymerase I subunit RPA2 isoform 1 [Homo sapiens];12;334;0.034985;85;85
NP_064505.1;UGGT1;UDP-glucose:glycoprotein glucosyltransferase 1 precursor [Homo sapiens];12;334;0.034985;46;46
NP_064528.1;PNO1;RNA-binding protein PNO1 [Homo sapiens];12;334;0.034985;17;17
NP_065700.1;CBX8;chromobox protein homolog 8 [Homo sapiens];12;334;0.034985;22;22
NP_073589.4;ZNF574;zinc finger protein 574 [Homo sapiens];12;334;0.034985;34;34
NP_076983.1;NOC4L;nucleolar complex protein 4 homolog [Homo sapiens];12;334;0.034985;37;37
NP_079199.2;NUP210;nuclear pore membrane glycoprotein 210 precursor [Homo sapiens];12;334;0.034985;80;80
NP_114108.1;MRPS5;28S ribosomal protein S5, mitochondrial [Homo sapiens];12;334;0.034985;23;23
NP_115518.3;CEP192;centrosomal protein of 192 kDa [Homo sapiens];12;334;0.034985;8;8
NP_115548.1;USP42;ubiquitin carboxyl-terminal hydrolase 42 [Homo sapiens];12;334;0.034985;77;77
NP_115664.2;FYTTD1;UAP56-interacting factor isoform 1 [Homo sapiens];12;334;0.034985;37;37
NP_115866.1;MRPL41;39S ribosomal protein L41, mitochondrial [Homo sapiens];12;334;0.034985;15;15
NP_149351.1;SURF4;surfeit locus protein 4 [Homo sapiens];12;334;0.034985;26;26
NP_653324.1;ZMAT2;zinc finger matrin-type protein 2 [Homo sapiens];12;334;0.034985;13;13
NP_689926.1;STT3A;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A [Homo sapiens];12;334;0.034985;27;27
NP_757386.2;SUGP1;SURP and G-patch domain-containing protein 1 [Homo sapiens];12;334;0.034985;67;67
NP_777591.2;CCDC75;coiled-coil domain-containing protein 75 [Homo sapiens];12;334;0.034985;19;19
NP_904325.2;KIF1B;kinesin-like protein KIF1B isoform alpha [Homo sapiens];12;334;0.034985;14;14
NP_958929.1;KLC4;kinesin light chain 4 isoform a [Homo sapiens];12;334;0.034985;9;7
XP_003118866.1;LOC100506562;PREDICTED: protein LLP homolog [Homo sapiens];12;334;0.034985;35;35
NP_001001975.1;ATP5D;ATP synthase subunit delta, mitochondrial precursor [Homo sapiens];12;334;0.034985;18;18
NP_006311.2;PGRMC2;membrane-associated progesterone receptor component 2 [Homo sapiens];12;334;0.034985;14;8
NP_056510.2;BRPF3;bromodomain and PHD finger-containing protein 3 [Homo sapiens];12;334;0.034985;15;13
NP_057434.4;NIN;ninein isoform 6 [Homo sapiens];12;334;0.034985;9;2
NP_004635.2;AP3B2;AP-3 complex subunit beta-2 [Homo sapiens];12;334;0.034985;12;10
NP_001854.1;COX6B1;cytochrome c oxidase subunit 6B1 [Homo sapiens];12;334;0.034985;14;14
NP_001139249.1;FKBP5;peptidyl-prolyl cis-trans isomerase FKBP5 isoform 2 [Homo sapiens];12;334;0.034985;18;5
NP_005631.1;TAF4B;transcription initiation factor TFIID subunit 4B [Homo sapiens];12;334;0.034985;19;5
NP_115695.1;PRADC1;protease-associated domain-containing protein of 21 kDa precursor [Homo sapiens];12;334;0.034985;12;12
NP_000134.2;FH;fumarate hydratase, mitochondrial precursor [Homo sapiens];11;334;0.03207;33;33
NP_000145.1;GALK1;galactokinase [Homo sapiens];11;334;0.03207;34;34
NP_000272.1;PCBD1;pterin-4-alpha-carbinolamine dehydratase precursor [Homo sapiens];11;334;0.03207;23;23
NP_000373.1;ALDH3A2;fatty aldehyde dehydrogenase isoform 2 [Homo sapiens];11;334;0.03207;33;33
NP_001001521.1;UGP2;UTP--glucose-1-phosphate uridylyltransferase isoform b [Homo sapiens];11;334;0.03207;17;17
NP_001005476.1;PKP4;plakophilin-4 isoform b [Homo sapiens];11;334;0.03207;44;44
NP_001007469.1;SMARCB1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 isoform b [Homo sapiens];11;334;0.03207;22;22
NP_001008660.1;PICALM;phosphatidylinositol-binding clathrin assembly protein isoform 2 [Homo sapiens];11;334;0.03207;57;57
NP_001014763.1;ETFB;electron transfer flavoprotein subunit beta isoform 2 [Homo sapiens];11;334;0.03207;30;30
NP_001019389.1;GPHN;gephyrin isoform 2 [Homo sapiens];11;334;0.03207;8;8
NP_001020376.1;AP2M1;AP-2 complex subunit mu isoform b [Homo sapiens];11;334;0.03207;29;29
NP_001026866.1;PLD3;phospholipase D3 [Homo sapiens];11;334;0.03207;15;15
NP_001032412.2;PRIC285;peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein isoform 1 [Homo sapiens];11;334;0.03207;25;25
NP_001035224.1;PALM;paralemmin isoform 2 [Homo sapiens];11;334;0.03207;9;9
NP_001036100.1;NGDN;neuroguidin isoform 1 [Homo sapiens];11;334;0.03207;17;17
NP_001041706.1;UBL5;ubiquitin-like protein 5 [Homo sapiens];11;334;0.03207;19;19
NP_001106962.1;AMOT;angiomotin isoform 1 [Homo sapiens];11;334;0.03207;96;93
NP_001120665.1;CNBP;cellular nucleic acid-binding protein isoform 2 [Homo sapiens];11;334;0.03207;154;154
NP_001120668.1;CNBP;cellular nucleic acid-binding protein isoform 6 [Homo sapiens];11;334;0.03207;165;165
NP_001120680.1;TET2;methylcytosine dioxygenase TET2 isoform a [Homo sapiens];11;334;0.03207;67;67
NP_001122388.1;TOMM40;mitochondrial import receptor subunit TOM40 homolog [Homo sapiens];11;334;0.03207;43;43
NP_001127841.1;LRRFIP2;leucine-rich repeat flightless-interacting protein 2 isoform 3 [Homo sapiens];11;334;0.03207;22;18
NP_001128690.1;TAF12;transcription initiation factor TFIID subunit 12 [Homo sapiens];11;334;0.03207;17;17
NP_001129115.1;DCTN4;dynactin subunit 4 isoform a [Homo sapiens];11;334;0.03207;10;10
NP_001136120.1;SAR1A;GTP-binding protein SAR1a [Homo sapiens];11;334;0.03207;20;6
NP_001139542.1;TDRD3;tudor domain-containing protein 3 isoform 1 [Homo sapiens];11;334;0.03207;50;50
NP_001140170.1;RBM19;probable RNA-binding protein 19 [Homo sapiens];11;334;0.03207;30;30
NP_001155032.1;TNIK;TRAF2 and NCK-interacting protein kinase isoform 2 [Homo sapiens];11;334;0.03207;11;11
NP_001155879.1;CLK1;dual specificity protein kinase CLK1 isoform 2 [Homo sapiens];11;334;0.03207;26;18
NP_001157565.1;COPS7A;COP9 signalosome complex subunit 7a [Homo sapiens];11;334;0.03207;15;15
NP_001157616.1;CHAMP1;zinc finger protein 828 [Homo sapiens];11;334;0.03207;17;17
NP_001165908.1;PEG10;retrotransposon-derived protein PEG10 isoform 3 [Homo sapiens];11;334;0.03207;13;13
NP_001181866.1;POGZ;pogo transposable element with ZNF domain isoform 4 [Homo sapiens];11;334;0.03207;37;37
NP_001189431.1;NIPSNAP1;protein NipSnap homolog 1 isoform 2 [Homo sapiens];11;334;0.03207;20;20
NP_001631.3;APEH;acylamino-acid-releasing enzyme [Homo sapiens];11;334;0.03207;24;24
NP_001932.2;DSC3;desmocollin-3 isoform Dsc3a preproprotein [Homo sapiens];11;334;0.03207;28;26
NP_002476.2;NBN;nibrin [Homo sapiens];11;334;0.03207;52;52
NP_002898.2;RECQL;ATP-dependent DNA helicase Q1 [Homo sapiens];11;334;0.03207;25;25
NP_002952.1;S100A4;protein S100-A4 [Homo sapiens];11;334;0.03207;24;24
NP_002964.3;ATXN2;ataxin-2 [Homo sapiens];11;334;0.03207;10;10
NP_003581.1;CUL3;cullin-3 [Homo sapiens];11;334;0.03207;17;17
NP_003650.1;AGPS;alkyldihydroxyacetonephosphate synthase, peroxisomal precursor [Homo sapiens];11;334;0.03207;27;27
NP_003694.1;NOP14;nucleolar protein 14 [Homo sapiens];11;334;0.03207;14;14
NP_003926.1;TOP3B;DNA topoisomerase 3-beta-1 [Homo sapiens];11;334;0.03207;39;39
NP_004277.2;GTPBP1;GTP-binding protein 1 [Homo sapiens];11;334;0.03207;11;11
NP_004542.1;NDUFS3;NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial precursor [Homo sapiens];11;334;0.03207;30;30
NP_004597.2;TAF1;transcription initiation factor TFIID subunit 1 isoform 1 [Homo sapiens];11;334;0.03207;180;74
NP_004695.1;RRP9;U3 small nucleolar RNA-interacting protein 2 [Homo sapiens];11;334;0.03207;27;27
NP_004772.1;VAMP3;vesicle-associated membrane protein 3 [Homo sapiens];11;334;0.03207;17;17
NP_004960.2;IDE;insulin-degrading enzyme isoform 1 precursor [Homo sapiens];11;334;0.03207;26;26
NP_005115.2;NUP153;nuclear pore complex protein Nup153 [Homo sapiens];11;334;0.03207;66;66
NP_005376.2;NKTR;NK-tumor recognition protein [Homo sapiens];11;334;0.03207;101;101
NP_005691.2;DPP3;dipeptidyl peptidase 3 [Homo sapiens];11;334;0.03207;19;19
NP_005763.3;RCL1;RNA 3_-terminal phosphate cyclase-like protein [Homo sapiens];11;334;0.03207;44;44
NP_005785.1;DHRS2;dehydrogenase/reductase SDR family member 2 isoform 2 [Homo sapiens];11;334;0.03207;186;186
NP_006132.1;DYNC1LI2;cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens];11;334;0.03207;9;9
NP_006212.1;PIN1;peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [Homo sapiens];11;334;0.03207;15;15
NP_006238.1;PPP5C;serine/threonine-protein phosphatase 5 isoform 1 [Homo sapiens];11;334;0.03207;14;14
NP_006504.2;SARS;seryl-tRNA synthetase, cytoplasmic [Homo sapiens];11;334;0.03207;13;13
NP_006507.2;SLC2A1;solute carrier family 2, facilitated glucose transporter member 1 [Homo sapiens];11;334;0.03207;55;55
NP_006549.1;KHDRBS3;KH domain-containing, RNA-binding, signal transduction-associated protein 3 [Homo sapiens];11;334;0.03207;60;57
NP_006627.2;MTHFD2;bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial precursor [Homo sapiens];11;334;0.03207;16;16
NP_006806.1;TMED2;transmembrane emp24 domain-containing protein 2 precursor [Homo sapiens];11;334;0.03207;13;13
NP_009011.1;LSM6;U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens];11;334;0.03207;27;27
NP_009117.2;CEP250;centrosome-associated protein CEP250 [Homo sapiens];11;334;0.03207;34;34
NP_036252.1;CD2AP;CD2-associated protein [Homo sapiens];11;334;0.03207;12;12
NP_036421.2;KEAP1;kelch-like ECH-associated protein 1 [Homo sapiens];11;334;0.03207;21;21
NP_036475.3;NNT;NAD(P) transhydrogenase, mitochondrial precursor [Homo sapiens];11;334;0.03207;36;36
NP_036602.1;TNPO3;transportin-3 isoform 1 [Homo sapiens];11;334;0.03207;21;21
NP_054765.1;MRPS18B;28S ribosomal protein S18b, mitochondrial precursor [Homo sapiens];11;334;0.03207;21;21
NP_055157.1;MTCH2;mitochondrial carrier homolog 2 [Homo sapiens];11;334;0.03207;30;30
NP_055399.1;ERO1L;ERO1-like protein alpha precursor [Homo sapiens];11;334;0.03207;16;16
NP_055485.2;BZW1;basic leucine zipper and W2 domain-containing protein 1 [Homo sapiens];11;334;0.03207;29;29
NP_055490.3;CROCC;rootletin [Homo sapiens];11;334;0.03207;21;21
NP_055643.1;TOX4;TOX high mobility group box family member 4 [Homo sapiens];11;334;0.03207;129;129
NP_055841.2;MON2;protein MON2 homolog [Homo sapiens];11;334;0.03207;14;14
NP_056044.3;KIAA0664;hypothetical protein LOC23277 [Homo sapiens];11;334;0.03207;36;36
NP_056139.1;RRP8;ribosomal RNA-processing protein 8 [Homo sapiens];11;334;0.03207;23;23
NP_056170.2;SUZ12;polycomb protein SUZ12 [Homo sapiens];11;334;0.03207;24;24
NP_056195.3;SAMM50;sorting and assembly machinery component 50 homolog [Homo sapiens];11;334;0.03207;40;40
NP_056955.2;ZNF593;zinc finger protein 593 [Homo sapiens];11;334;0.03207;18;18
NP_056969.2;PCF11;pre-mRNA cleavage complex 2 protein Pcf11 [Homo sapiens];11;334;0.03207;45;45
NP_057025.2;ATP6V1H;V-type proton ATPase subunit H isoform 1 [Homo sapiens];11;334;0.03207;7;7
NP_057059.2;TAF9B;transcription initiation factor TFIID subunit 9B [Homo sapiens];11;334;0.03207;91;40
NP_057130.1;EXOSC1;exosome complex component CSL4 [Homo sapiens];11;334;0.03207;17;17
NP_057164.3;GLOD4;glyoxalase domain-containing protein 4 [Homo sapiens];11;334;0.03207;22;22
NP_057251.2;NOL7;nucleolar protein 7 [Homo sapiens];11;334;0.03207;12;12
NP_057531.2;MPP6;MAGUK p55 subfamily member 6 [Homo sapiens];11;334;0.03207;12;12
NP_060530.3;IARS2;isoleucyl-tRNA synthetase, mitochondrial precursor [Homo sapiens];11;334;0.03207;32;32
NP_060561.3;ELP3;elongator complex protein 3 [Homo sapiens];11;334;0.03207;14;14
NP_060628.2;SLC4A1AP;kanadaptin [Homo sapiens];11;334;0.03207;21;21
NP_060834.2;RSBN1;round spermatid basic protein 1 [Homo sapiens];11;334;0.03207;30;28
NP_060919.2;UBAP2;ubiquitin-associated protein 2 [Homo sapiens];11;334;0.03207;48;48
NP_061155.2;ANLN;actin-binding protein anillin [Homo sapiens];11;334;0.03207;22;22
NP_064601.3;RNPEP;aminopeptidase B [Homo sapiens];11;334;0.03207;30;30
NP_065101.1;UTP3;something about silencing protein 10 [Homo sapiens];11;334;0.03207;27;27
NP_066951.1;POLR2L;DNA-directed RNA polymerases I, II, and III subunit RPABC5 [Homo sapiens];11;334;0.03207;27;27
NP_068602.2;C10orf2;twinkle protein, mitochondrial isoform A [Homo sapiens];11;334;0.03207;16;16
NP_079090.2;CBLL1;E3 ubiquitin-protein ligase Hakai [Homo sapiens];11;334;0.03207;20;20
NP_079341.2;RPF1;ribosome production factor 1 [Homo sapiens];11;334;0.03207;21;21
NP_079390.3;CEP290;centrosomal protein of 290 kDa [Homo sapiens];11;334;0.03207;10;10
NP_110440.1;CLPB;caseinolytic peptidase B protein homolog [Homo sapiens];11;334;0.03207;11;11
NP_114414.2;EIF2A;eukaryotic translation initiation factor 2A [Homo sapiens];11;334;0.03207;25;25
NP_115593.3;ANKRD17;ankyrin repeat domain-containing protein 17 isoform a [Homo sapiens];11;334;0.03207;27;27
NP_115805.1;LZTS2;leucine zipper putative tumor suppressor 2 [Homo sapiens];11;334;0.03207;20;20
NP_115867.2;MRPL38;39S ribosomal protein L38, mitochondrial precursor [Homo sapiens];11;334;0.03207;22;22
NP_115882.1;AP1M1;AP-1 complex subunit mu-1 isoform 2 [Homo sapiens];11;334;0.03207;25;25
NP_115898.2;MAK16;protein MAK16 homolog [Homo sapiens];11;334;0.03207;25;25
NP_150093.1;PURB;transcriptional activator protein Pur-beta [Homo sapiens];11;334;0.03207;19;19
NP_658985.2;APOA1BP;apolipoprotein A-I-binding protein precursor [Homo sapiens];11;334;0.03207;20;20
NP_660295.2;ZG16B;zymogen granule protein 16 homolog B precursor [Homo sapiens];11;334;0.03207;18;18
NP_660341.2;APOBEC3F;DNA dC-_dU-editing enzyme APOBEC-3F isoform a [Homo sapiens];11;334;0.03207;20;20
NP_722516.1;TAF1L;transcription initiation factor TFIID subunit 1-like [Homo sapiens];11;334;0.03207;107;1
NP_839943.2;IQGAP3;ras GTPase-activating-like protein IQGAP3 [Homo sapiens];11;334;0.03207;16;6
NP_940890.3;FAM83H;FAM83H [Homo sapiens];11;334;0.03207;5;5
NP_997263.2;C15orf52;hypothetical protein LOC388115 [Homo sapiens];11;334;0.03207;62;62
NP_001028675.1;SAR1B;GTP-binding protein SAR1b [Homo sapiens];11;334;0.03207;18;4
NP_006792.1;KDELR1;ER lumen protein retaining receptor 1 [Homo sapiens];11;334;0.03207;11;6
NP_006001.3;MANF;mesencephalic astrocyte-derived neurotrophic factor precursor [Homo sapiens];11;334;0.03207;12;12
NP_002614.2;PFDN4;prefoldin subunit 4 [Homo sapiens];11;334;0.03207;12;12
NP_065863.2;DOCK6;dedicator of cytokinesis protein 6 [Homo sapiens];11;334;0.03207;14;6
NP_110382.3;TMX1;thioredoxin-related transmembrane protein 1 precursor [Homo sapiens];11;334;0.03207;12;12
NP_001853.2;COX5B;cytochrome c oxidase subunit 5B, mitochondrial precursor [Homo sapiens];11;334;0.03207;12;12
NP_001899.1;CTSB;cathepsin B preproprotein [Homo sapiens];11;334;0.03207;10;10
NP_443131.2;GPRIN1;G protein-regulated inducer of neurite outgrowth 1 [Homo sapiens];11;334;0.03207;4;4
NP_001335.1;DAD1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 [Homo sapiens];11;334;0.03207;10;10
NP_006178.2;OAS3;2_-5_-oligoadenylate synthase 3 [Homo sapiens];11;334;0.03207;15;15
NP_001093422.2;ITPR1;inositol 1,4,5-trisphosphate receptor type 1 isoform 1 [Homo sapiens];11;334;0.03207;6;3
NP_005853.2;STAG1;cohesin subunit SA-1 [Homo sapiens];11;334;0.03207;12;1
NP_000062.1;CBS;cystathionine beta-synthase [Homo sapiens];10;334;0.029155;12;12
NP_000088.3;CPOX;coproporphyrinogen-III oxidase, mitochondrial precursor [Homo sapiens];10;334;0.029155;10;10
NP_000167.1;NR3C1;glucocorticoid receptor isoform alpha [Homo sapiens];10;334;0.029155;46;46
NP_000276.2;PEPD;xaa-Pro dipeptidase isoform 1 [Homo sapiens];10;334;0.029155;9;9
NP_000602.1;CD59;CD59 glycoprotein preproprotein [Homo sapiens];10;334;0.029155;19;19
NP_000703.2;BLVRA;biliverdin reductase A precursor [Homo sapiens];10;334;0.029155;16;16
NP_001034581.1;FHL2;four and a half LIM domains protein 2 [Homo sapiens];10;334;0.029155;112;112
NP_001036214.1;STAG2;cohesin subunit SA-2 isoform a [Homo sapiens];10;334;0.029155;44;33
NP_001054.1;TF;serotransferrin precursor [Homo sapiens];10;334;0.029155;34;34
NP_001074012.1;CACTIN;chromosome 19 open reading frame 29 [Homo sapiens];10;334;0.029155;17;17
NP_001076438.1;C11orf57;hypothetical protein LOC55216 isoform a [Homo sapiens];10;334;0.029155;52;52
NP_001093115.1;RPL22L1;60S ribosomal protein L22-like 1 [Homo sapiens];10;334;0.029155;18;18
NP_001116105.1;CPS1;carbamoyl-phosphate synthase [ammonia], mitochondrial isoform a precursor [Homo sapiens];10;334;0.029155;60;55
NP_001124437.1;SUN1;SUN domain-containing protein 1 isoform a [Homo sapiens];10;334;0.029155;38;38
NP_001127949.1;PARN;poly(A)-specific ribonuclease PARN isoform 2 [Homo sapiens];10;334;0.029155;16;16
NP_001128342.1;PPP1R18;phostensin [Homo sapiens];10;334;0.029155;14;14
NP_001139138.1;GLG1;Golgi apparatus protein 1 isoform 2 [Homo sapiens];10;334;0.029155;6;6
NP_001158222.1;ASPH;aspartyl/asparaginyl beta-hydroxylase isoform f [Homo sapiens];10;334;0.029155;21;21
NP_001159631.1;NDUFS2;NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial isoform 2 precursor [Homo sapiens];10;334;0.029155;22;22
NP_001159693.1;UTP14A;U3 small nucleolar RNA-associated protein 14 homolog A isoform 2 [Homo sapiens];10;334;0.029155;38;38
NP_001161396.1;C3orf26;hypothetical protein LOC84319 isoform 2 [Homo sapiens];10;334;0.029155;22;22
NP_001161413.1;WDR76;WD repeat-containing protein 76 isoform 2 [Homo sapiens];10;334;0.029155;14;14
NP_001164100.1;CHD8;chromodomain-helicase-DNA-binding protein 8 isoform 1 [Homo sapiens];10;334;0.029155;26;26
NP_001167459.1;RABL6;putative GTP-binding protein Parf isoform 3 [Homo sapiens];10;334;0.029155;11;11
NP_001171500.1;ECI1;enoyl-CoA delta isomerase 1, mitochondrial isoform 2 precursor [Homo sapiens];10;334;0.029155;22;22
NP_001177387.1;DOCK8;dedicator of cytokinesis protein 8 isoform 2 [Homo sapiens];10;334;0.029155;14;12
NP_001181936.1;PPIE;peptidyl-prolyl cis-trans isomerase E isoform 4 [Homo sapiens];10;334;0.029155;12;12
NP_001185706.1;CUL2;cullin-2 isoform c [Homo sapiens];10;334;0.029155;27;27
NP_001185907.1;SMAP2;stromal membrane-associated protein 2 isoform 3 [Homo sapiens];10;334;0.029155;28;28
NP_001193638.1;PRKAG1;5_-AMP-activated protein kinase subunit gamma-1 isoform 3 [Homo sapiens];10;334;0.029155;20;20
NP_001231.2;CCNT1;cyclin-T1 [Homo sapiens];10;334;0.029155;13;13
NP_001542.1;IGBP1;immunoglobulin-binding protein 1 [Homo sapiens];10;334;0.029155;14;14
NP_001801.1;CENPB;major centromere autoantigen B [Homo sapiens];10;334;0.029155;34;34
NP_001885.1;CSNK1E;casein kinase I isoform epsilon [Homo sapiens];10;334;0.029155;12;7
NP_001907.2;CYC1;cytochrome c1, heme protein, mitochondrial [Homo sapiens];10;334;0.029155;25;25
NP_001960.2;EIF5;eukaryotic translation initiation factor 5 [Homo sapiens];10;334;0.029155;14;14
NP_001990.2;FBN2;fibrillin-2 precursor [Homo sapiens];10;334;0.029155;71;54
NP_002047.2;GFPT1;glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1 [Homo sapiens];10;334;0.029155;39;39
NP_002214.2;ITPR2;inositol 1,4,5-trisphosphate receptor type 2 [Homo sapiens];10;334;0.029155;23;17
NP_002254.2;KIFC1;kinesin-like protein KIFC1 [Homo sapiens];10;334;0.029155;10;10
NP_002442.2;MTAP;S-methyl-5_-thioadenosine phosphorylase [Homo sapiens];10;334;0.029155;15;15
NP_002523.2;NUP88;nuclear pore complex protein Nup88 [Homo sapiens];10;334;0.029155;29;29
NP_002635.2;PIGR;polymeric immunoglobulin receptor precursor [Homo sapiens];10;334;0.029155;20;20
NP_002736.3;MAPK1;mitogen-activated protein kinase 1 [Homo sapiens];10;334;0.029155;15;12
NP_002865.1;RAD23B;UV excision repair protein RAD23 homolog B [Homo sapiens];10;334;0.029155;13;13
NP_003240.1;THOP1;thimet oligopeptidase [Homo sapiens];10;334;0.029155;22;22
NP_003291.2;TRAF3;TNF receptor-associated factor 3 isoform 1 [Homo sapiens];10;334;0.029155;61;61
NP_003361.1;VASP;vasodilator-stimulated phosphoprotein [Homo sapiens];10;334;0.029155;10;10
NP_003394.1;YY1;transcriptional repressor protein YY1 [Homo sapiens];10;334;0.029155;13;13
NP_003598.2;CDC42BPA;serine/threonine-protein kinase MRCK alpha isoform B [Homo sapiens];10;334;0.029155;34;34
NP_003668.2;DENR;density-regulated protein [Homo sapiens];10;334;0.029155;13;13
NP_003724.1;OASL;59 kDa 2_-5_-oligoadenylate synthase-like protein isoform a [Homo sapiens];10;334;0.029155;18;18
NP_004227.1;COPS2;COP9 signalosome complex subunit 2 isoform 1 [Homo sapiens];10;334;0.029155;14;14
NP_004272.2;BAG3;BAG family molecular chaperone regulator 3 [Homo sapiens];10;334;0.029155;14;14
NP_004360.2;COL6A3;collagen alpha-3(VI) chain isoform 1 precursor [Homo sapiens];10;334;0.029155;77;77
NP_004389.2;DDX10;probable ATP-dependent RNA helicase DDX10 [Homo sapiens];10;334;0.029155;38;38
